id,predict_label
1025,center
1026,center
1027,center
1028,center
1029,center
1030,center
1031,triangle
1032,center
1033,horizontal
1034,center
1035,center
1036,RoT
1037,curved
1038,RoT
1039,center
1040,center
1041,curved
1042,center
1043,center
1044,curved
1045,center
1046,curved
1047,center
1048,center
1049,RoT
1050,curved
1051,center
1052,curved
1053,curved
1054,curved
1055,RoT
1056,center
1057,horizontal
1058,center
1059,center
1060,curved
1061,center
1062,center
1063,center
1064,curved
1065,pattern
1066,curved
1067,center
1068,center
1069,center
1070,center
1071,center
1072,center
1073,center
1074,center
1075,center
1076,RoT
1077,center
1078,center
1079,curved
1080,center
1081,curved
1082,center
1083,center
1084,center
1085,center
1086,center
1087,center
1088,curved
1089,center
1090,center
1091,center
1092,center
1093,center
1094,center
1095,center
1096,RoT
1097,RoT
1098,center
1099,RoT
1100,curved
1101,curved
1102,center
1103,center
1104,center
1105,center
1106,center
1107,center
1108,horizontal
1109,center
1110,center
1111,curved
1112,center
1113,center
1114,curved
1115,center
1116,center
1117,center
1118,curved
1119,curved
1120,center
1121,center
1122,RoT
1123,center
1124,center
1125,curved
1126,curved
1127,center
1128,RoT
1129,curved
1130,center
1131,curved
1132,center
1133,pattern
1134,center
1135,center
1136,curved
1137,center
1138,center
1139,RoT
1140,center
1141,center
1142,curved
1143,curved
1144,curved
1145,curved
1146,center
1147,center
1148,curved
1149,curved
1150,curved
1151,center
1152,center
1153,curved
1154,center
1155,symmetric
1156,curved
1157,center
1158,RoT
1159,center
1160,pattern
1161,pattern
1162,curved
1163,curved
1164,center
1165,center
1166,pattern
1167,curved
1168,RoT
1169,triangle
1170,center
1171,curved
1172,pattern
1173,RoT
1174,center
1175,curved
1176,center
1177,center
1178,curved
1179,center
1180,center
1181,center
1182,curved
1183,center
1184,center
1185,center
1186,center
1187,center
1188,curved
1189,symmetric
1190,center
1191,RoT
1192,curved
1193,center
1194,curved
1195,curved
1196,center
1197,center
1198,curved
1199,center
1200,center
1201,center
1202,center
1203,center
1204,center
1205,center
1206,center
1207,RoT
1208,curved
1209,center
1210,curved
1211,center
1212,center
1213,center
1214,center
1215,curved
1216,center
1217,curved
1218,curved
1219,center
1220,curved
1221,center
1222,center
1223,curved
1224,center
1225,curved
1226,curved
1227,center
1228,center
1229,curved
1230,RoT
1231,center
1232,center
1233,center
1234,center
1235,RoT
1236,center
1237,center
1238,curved
1239,curved
1240,curved
1241,triangle
1242,pattern
1243,center
1244,center
1245,curved
1246,center
1247,curved
1248,curved
1249,curved
1250,center
1251,center
1252,curved
1253,center
1254,center
1255,curved
1256,curved
1257,center
1258,center
1259,curved
1260,curved
1261,curved
1262,center
1263,curved
1264,center
1265,curved
1266,symmetric
1267,center
1268,center
1269,center
1270,curved
1271,curved
1272,curved
1273,center
1274,center
1275,curved
1276,center
1277,curved
1278,curved
1279,curved
1280,curved
1281,center
1282,center
1283,pattern
1284,center
1285,center
1286,center
1287,curved
1288,pattern
1289,RoT
1290,curved
1291,center
1292,curved
1293,center
1294,curved
1295,center
1296,center
1297,center
1298,center
1299,curved
1300,curved
1301,center
1302,curved
1303,curved
1304,curved
1305,curved
1306,center
1307,curved
1308,center
1309,curved
1310,center
1311,center
1312,curved
1313,center
1314,curved
1315,center
1316,center
1317,curved
1318,pattern
1319,curved
1320,pattern
1321,center
1322,curved
1323,triangle
1324,center
1325,triangle
1326,curved
1327,RoT
1328,curved
1329,curved
1330,center
1331,curved
1332,curved
1333,horizontal
1334,center
1335,curved
1336,center
1337,center
1338,diagonal
1339,center
1340,curved
1341,curved
1342,center
1343,center
1344,symmetric
1345,center
1346,curved
1347,curved
1348,center
1349,center
1350,center
1351,curved
1352,center
1353,RoT
1354,RoT
1355,curved
1356,curved
1357,center
1358,center
1359,curved
1360,center
1361,center
1362,center
1363,center
1364,center
1365,center
1366,center
1367,center
1368,center
1369,center
1370,center
1371,RoT
1372,center
1373,center
1374,curved
1375,center
1376,center
1377,RoT
1378,curved
1379,center
1380,center
1381,center
1382,center
1383,center
1384,center
1385,center
1386,center
1387,curved
1388,curved
1389,center
1390,center
1391,RoT
1392,curved
1393,center
1394,curved
1395,center
1396,curved
1397,RoT
1398,center
1399,center
1400,center
1401,curved
1402,center
1403,pattern
1404,center
1405,center
1406,center
1407,center
1408,curved
1409,RoT
1410,RoT
1411,center
1412,curved
1413,curved
1414,RoT
1415,center
1416,diagonal
1417,center
1418,center
1419,diagonal
1420,center
1421,center
1422,center
1423,center
1424,center
1425,center
1426,curved
1427,curved
1428,center
1429,center
1430,center
1431,center
1432,curved
1433,center
1434,center
1435,curved
1436,center
1437,center
1438,center
1439,center
1440,center
1441,center
1442,center
1443,center
1444,horizontal
1445,center
1446,center
1447,center
1448,curved
1449,center
1450,diagonal
1451,center
1452,center
1453,center
1454,center
1455,center
1456,center
1457,curved
1458,center
1459,pattern
1460,center
1461,curved
1462,RoT
1463,center
1464,center
1465,pattern
1466,center
1467,center
1468,center
1469,center
1470,pattern
1471,center
1472,curved
1473,center
1474,center
1475,center
1476,center
1477,center
1478,curved
1479,center
1480,center
1481,center
1482,center
1483,center
1484,pattern
1485,curved
1486,RoT
1487,center
1488,curved
1489,RoT
1490,center
1491,curved
1492,center
1493,horizontal
1494,center
1495,center
1496,center
1497,center
1498,center
1499,curved
1500,center
1501,center
1502,center
1503,curved
1504,center
1505,center
1506,RoT
1507,curved
1508,center
1509,center
1510,center
1511,curved
1512,RoT
1513,center
1514,center
1515,center
1516,curved
1517,RoT
1518,center
1519,center
1520,diagonal
1521,center
1522,curved
1523,center
1524,center
1525,curved
1526,center
1527,RoT
1528,curved
1529,center
1530,RoT
1531,RoT
1532,center
1533,curved
1534,diagonal
1535,triangle
1536,center
1537,center
1538,curved
1539,diagonal
1540,center
1541,RoT
1542,center
1543,RoT
1544,curved
1545,curved
1546,curved
1547,curved
1548,center
1549,center
1550,curved
1551,center
1552,center
1553,center
1554,center
1555,curved
1556,center
1557,center
1558,center
1559,center
1560,center
1561,center
1562,center
1563,center
1564,curved
1565,curved
1566,center
1567,center
1568,center
1569,center
1570,center
1571,center
1572,pattern
1573,curved
1574,center
1575,RoT
1576,center
1577,center
1578,center
1579,center
1580,center
1581,center
1582,center
1583,pattern
1584,center
1585,center
1586,center
1587,center
1588,center
1589,curved
1590,center
1591,center
1592,curved
1593,curved
1594,pattern
1595,center
1596,center
1597,center
1598,center
1599,curved
1600,curved
1601,center
1602,center
1603,center
1604,RoT
1605,RoT
1606,center
1607,center
1608,center
1609,curved
1610,curved
1611,curved
1612,center
1613,center
1614,center
1615,center
1616,curved
1617,center
1618,curved
1619,curved
1620,center
1621,center
1622,RoT
1623,center
1624,RoT
1625,curved
1626,curved
1627,center
1628,center
1629,center
1630,curved
1631,RoT
1632,center
1633,center
1634,curved
1635,center
1636,horizontal
1637,center
1638,center
1639,center
1640,center
1641,center
1642,center
1643,center
1644,center
1645,curved
1646,center
1647,RoT
1648,center
1649,center
1650,center
1651,center
1652,pattern
1653,center
1654,center
1655,center
1656,center
1657,center
1658,center
1659,curved
1660,center
1661,center
1662,center
1663,center
1664,curved
1665,pattern
1666,center
1667,center
1668,center
1669,center
1670,center
1671,center
1672,center
1673,center
1674,center
1675,RoT
1676,center
1677,center
1678,center
1679,center
1680,triangle
1681,RoT
1682,curved
1683,horizontal
1684,center
1685,horizontal
1686,center
1687,center
1688,curved
1689,curved
1690,center
1691,center
1692,curved
1693,curved
1694,center
1695,center
1696,center
1697,curved
1698,diagonal
1699,center
1700,curved
1701,center
1702,center
1703,curved
1704,center
1705,curved
1706,center
1707,center
1708,center
1709,curved
1710,RoT
1711,center
1712,center
1713,center
1714,curved
1715,center
1716,diagonal
1717,pattern
1718,curved
1719,center
1720,center
1721,center
1722,curved
1723,center
1724,center
1725,center
1726,center
1727,center
1728,curved
1729,RoT
1730,center
1731,center
1732,center
1733,center
1734,center
1735,center
1736,center
1737,curved
1738,center
1739,center
1740,center
1741,center
1742,center
1743,center
1744,center
1745,center
1746,RoT
1747,center
1748,RoT
1749,RoT
1750,center
1751,curved
1752,center
1753,center
1754,center
1755,center
1756,symmetric
1757,center
1758,pattern
1759,center
1760,RoT
1761,center
1762,curved
1763,curved
1764,curved
1765,center
1766,center
1767,center
1768,center
1769,curved
1770,center
1771,center
1772,center
1773,center
1774,curved
1775,center
1776,center
1777,center
1778,center
1779,center
1780,center
1781,center
1782,center
1783,center
1784,center
1785,center
1786,center
1787,center
1788,center
1789,center
1790,center
1791,center
1792,curved
1793,RoT
1794,center
1795,curved
1796,center
1797,diagonal
1798,center
1799,center
1800,center
1801,center
1802,center
1803,center
1804,center
1805,center
1806,center
1807,center
1808,curved
1809,center
1810,curved
1811,center
1812,curved
1813,curved
1814,curved
1815,center
1816,RoT
1817,center
1818,center
1819,center
1820,center
1821,curved
1822,center
1823,center
1824,center
1825,curved
1826,center
1827,center
1828,center
1829,center
1830,center
1831,curved
1832,curved
1833,center
1834,center
1835,center
1836,center
1837,curved
1838,pattern
1839,center
1840,center
1841,center
1842,center
1843,center
1844,center
1845,center
1846,center
1847,center
1848,center
1849,center
1850,diagonal
1851,center
1852,horizontal
1853,curved
1854,curved
1855,center
1856,center
1857,pattern
1858,curved
1859,center
1860,center
1861,RoT
1862,center
1863,center
1864,center
1865,curved
1866,center
1867,triangle
1868,center
1869,curved
1870,center
1871,center
1872,center
1873,vertical
1874,horizontal
1875,center
1876,curved
1877,curved
1878,pattern
1879,curved
1880,center
1881,curved
1882,center
1883,center
1884,curved
1885,center
1886,center
1887,center
1888,center
1889,curved
1890,curved
1891,curved
1892,curved
1893,pattern
1894,curved
1895,center
1896,center
1897,RoT
1898,center
1899,center
1900,RoT
1901,center
1902,center
1903,center
1904,curved
1905,curved
1906,center
1907,curved
1908,center
1909,center
1910,center
1911,curved
1912,center
1913,center
1914,horizontal
1915,center
1916,curved
1917,curved
1918,curved
1919,center
1920,center
1921,center
1922,curved
1923,diagonal
1924,curved
1925,curved
1926,RoT
1927,curved
1928,center
1929,center
1930,center
1931,center
1932,center
1933,curved
1934,center
1935,center
1936,center
1937,RoT
1938,center
1939,center
1940,curved
1941,triangle
1942,curved
1943,curved
1944,center
1945,center
1946,curved
1947,curved
1948,center
1949,center
1950,horizontal
1951,horizontal
1952,center
1953,center
1954,center
1955,center
1956,center
1957,center
1958,center
1959,center
1960,center
1961,center
1962,center
1963,center
1964,center
1965,center
1966,center
1967,center
1968,curved
1969,curved
1970,curved
1971,center
1972,curved
1973,curved
1974,curved
1975,center
1976,curved
1977,center
1978,center
1979,center
1980,center
1981,curved
1982,RoT
1983,center
1984,curved
1985,RoT
1986,center
1987,center
1988,RoT
1989,center
1990,center
1991,center
1992,center
1993,center
1994,center
1995,center
1996,curved
1997,symmetric
1998,pattern
1999,curved
2000,center
2001,center
2002,pattern
2003,horizontal
2004,center
2005,center
2006,pattern
2007,curved
2008,RoT
2009,center
2010,center
2011,center
2012,curved
2013,center
2014,horizontal
2015,curved
2016,center
2017,center
2018,curved
2019,curved
2020,center
2021,center
2022,center
2023,center
2024,center
2025,center
2026,center
2027,center
2028,center
2029,center
2030,center
2031,center
2032,center
2033,center
2034,center
2035,center
2036,center
2037,center
2038,curved
2039,RoT
2040,center
2041,center
2042,pattern
2043,center
2044,center
2045,curved
2046,center
2047,center
2048,center
2049,center
2050,center
2051,center
2052,center
2053,center
2054,center
2055,center
2056,center
2057,center
2058,center
2059,center
2060,center
2061,center
2062,RoT
2063,center
2064,center
2065,center
2066,center
2067,horizontal
2068,curved
2069,horizontal
2070,RoT
2071,center
2072,curved
2073,center
2074,center
2075,pattern
2076,curved
2077,center
2078,center
2079,center
2080,center
2081,center
2082,center
2083,center
2084,curved
2085,curved
2086,center
2087,center
2088,center
2089,curved
2090,center
2091,center
2092,RoT
2093,center
2094,center
2095,center
2096,center
2097,center
2098,center
2099,center
2100,center
2101,center
2102,center
2103,center
2104,center
2105,center
2106,symmetric
2107,center
2108,center
2109,center
2110,center
2111,center
2112,center
2113,center
2114,center
2115,center
2116,curved
2117,center
2118,pattern
2119,center
2120,curved
2121,center
2122,center
2123,center
2124,center
2125,center
2126,center
2127,center
2128,center
2129,curved
2130,center
2131,center
2132,center
2133,center
2134,curved
2135,center
2136,center
2137,RoT
2138,pattern
2139,center
2140,center
2141,center
2142,curved
2143,center
2144,center
2145,center
2146,center
2147,center
2148,curved
2149,curved
2150,center
2151,center
2152,center
2153,curved
2154,center
2155,center
2156,curved
2157,center
2158,center
2159,center
2160,center
2161,center
2162,curved
2163,center
2164,pattern
2165,curved
2166,center
2167,pattern
2168,center
2169,center
2170,horizontal
2171,center
2172,center
2173,center
2174,center
2175,center
2176,center
2177,pattern
2178,center
2179,center
2180,center
2181,center
2182,center
2183,center
2184,curved
2185,center
2186,RoT
2187,curved
2188,center
2189,center
2190,center
2191,center
2192,center
2193,RoT
2194,curved
2195,center
2196,center
2197,center
2198,horizontal
2199,RoT
2200,center
2201,curved
2202,curved
2203,curved
2204,center
2205,pattern
2206,center
2207,center
2208,center
2209,center
2210,center
2211,center
2212,center
2213,center
2214,curved
2215,center
2216,center
2217,center
2218,center
2219,center
2220,curved
2221,curved
2222,center
2223,center
2224,curved
2225,curved
2226,curved
2227,center
2228,center
2229,curved
2230,center
2231,curved
2232,curved
2233,curved
2234,center
2235,center
2236,curved
2237,center
2238,center
2239,center
2240,center
2241,center
2242,horizontal
2243,center
2244,curved
2245,center
2246,center
2247,curved
2248,center
2249,center
2250,center
2251,center
2252,curved
2253,curved
2254,diagonal
2255,center
2256,center
2257,center
2258,center
2259,center
2260,center
2261,center
2262,center
2263,curved
2264,center
2265,center
2266,triangle
2267,center
2268,center
2269,curved
2270,curved
2271,center
2272,curved
2273,center
2274,center
2275,center
2276,triangle
2277,curved
2278,center
2279,center
2280,curved
2281,horizontal
2282,center
2283,curved
2284,center
2285,center
2286,curved
2287,center
2288,center
2289,center
2290,center
2291,center
2292,curved
2293,curved
2294,curved
2295,curved
2296,center
2297,center
2298,center
2299,center
2300,center
2301,center
2302,curved
2303,curved
2304,center
2305,center
2306,curved
2307,curved
2308,center
2309,center
2310,center
2311,center
2312,center
2313,center
2314,center
2315,center
2316,curved
2317,center
2318,center
2319,curved
2320,pattern
2321,curved
2322,curved
2323,diagonal
2324,center
2325,curved
2326,curved
2327,RoT
2328,center
2329,center
2330,curved
2331,center
2332,center
2333,center
2334,center
2335,center
2336,curved
2337,center
2338,RoT
2339,center
2340,RoT
2341,center
2342,RoT
2343,center
2344,center
2345,center
2346,symmetric
2347,RoT
2348,curved
2349,center
2350,center
2351,center
2352,center
2353,center
2354,curved
2355,curved
2356,curved
2357,center
2358,curved
2359,curved
2360,center
2361,RoT
2362,curved
2363,center
2364,curved
2365,center
2366,center
2367,center
2368,center
2369,curved
2370,curved
2371,curved
2372,curved
2373,horizontal
2374,curved
2375,center
2376,center
2377,center
2378,center
2379,center
2380,center
2381,curved
2382,center
2383,center
2384,horizontal
2385,curved
2386,curved
2387,curved
2388,center
2389,center
2390,center
2391,curved
2392,center
2393,RoT
2394,center
2395,center
2396,center
2397,center
2398,pattern
2399,curved
2400,curved
2401,curved
2402,vertical
2403,curved
2404,curved
2405,curved
2406,center
2407,curved
2408,center
2409,curved
2410,center
2411,center
2412,curved
2413,center
2414,center
2415,center
2416,center
2417,center
2418,center
2419,pattern
2420,curved
2421,vertical
2422,curved
2423,center
2424,center
2425,RoT
2426,curved
2427,center
2428,center
2429,curved
2430,center
2431,center
2432,curved
2433,center
2434,center
2435,center
2436,curved
2437,center
2438,center
2439,center
2440,curved
2441,curved
2442,curved
2443,symmetric
2444,center
2445,center
2446,center
2447,triangle
2448,center
2449,center
2450,center
2451,center
2452,center
2453,center
2454,center
2455,center
2456,center
2457,curved
2458,center
2459,RoT
2460,horizontal
2461,curved
2462,center
2463,center
2464,pattern
2465,center
2466,center
2467,diagonal
2468,curved
2469,curved
2470,curved
2471,center
2472,center
2473,center
2474,center
2475,curved
2476,center
2477,curved
2478,center
2479,center
2480,RoT
2481,RoT
2482,center
2483,center
2484,RoT
2485,center
2486,center
2487,center
2488,center
2489,curved
2490,center
2491,center
2492,curved
2493,curved
2494,RoT
2495,center
2496,center
2497,curved
2498,center
2499,curved
2500,center
2501,center
2502,pattern
2503,center
2504,center
2505,center
2506,center
2507,center
2508,vertical
2509,pattern
2510,curved
2511,curved
2512,center
2513,center
2514,curved
2515,center
2516,center
2517,curved
2518,center
2519,center
2520,center
2521,center
2522,center
2523,center
2524,center
2525,center
2526,center
2527,RoT
2528,curved
2529,curved
2530,diagonal
2531,center
2532,center
2533,center
2534,center
2535,center
2536,curved
2537,curved
2538,center
2539,center
2540,center
2541,curved
2542,center
2543,center
2544,center
2545,center
2546,curved
2547,center
2548,center
2549,RoT
2550,horizontal
2551,curved
2552,center
2553,center
2554,curved
2555,center
2556,curved
2557,curved
2558,center
2559,curved
2560,RoT
2561,center
2562,center
2563,center
2564,curved
2565,center
2566,curved
2567,center
2568,center
2569,center
2570,center
2571,curved
2572,curved
2573,center
2574,center
2575,center
2576,pattern
2577,center
2578,center
2579,center
2580,curved
2581,center
2582,center
2583,curved
2584,center
2585,center
2586,curved
2587,curved
2588,curved
2589,center
2590,center
2591,curved
2592,center
2593,center
2594,center
2595,center
2596,diagonal
2597,center
2598,center
2599,center
2600,center
2601,center
2602,center
2603,pattern
2604,center
2605,center
2606,center
2607,curved
2608,center
2609,center
2610,curved
2611,curved
2612,center
2613,triangle
2614,symmetric
2615,center
2616,curved
2617,center
2618,center
2619,RoT
2620,curved
2621,diagonal
2622,center
2623,curved
2624,center
2625,center
2626,center
2627,center
2628,center
2629,RoT
2630,center
2631,horizontal
2632,RoT
2633,center
2634,curved
2635,triangle
2636,curved
2637,center
2638,center
2639,RoT
2640,RoT
2641,curved
2642,curved
2643,curved
2644,center
2645,center
2646,RoT
2647,center
2648,center
2649,curved
2650,diagonal
2651,RoT
2652,center
2653,center
2654,center
2655,center
2656,center
2657,center
2658,center
2659,center
2660,RoT
2661,center
2662,curved
2663,center
2664,center
2665,center
2666,center
2667,center
2668,center
2669,curved
2670,vertical
2671,center
2672,curved
2673,curved
2674,RoT
2675,center
2676,horizontal
2677,curved
2678,center
2679,vertical
2680,curved
2681,curved
2682,center
2683,center
2684,center
2685,center
2686,horizontal
2687,curved
2688,center
2689,curved
2690,center
2691,curved
2692,curved
2693,curved
2694,center
2695,curved
2696,center
2697,center
2698,center
2699,center
2700,horizontal
2701,center
2702,center
2703,curved
2704,center
2705,center
2706,center
2707,center
2708,center
2709,center
2710,center
2711,curved
2712,symmetric
