id,predict_label
1001,RoT
1002,center
1003,pattern
1004,center
1005,curved
1006,center
1007,curved
1008,curved
1009,center
1010,pattern
1011,curved
1012,curved
1013,center
1014,center
1015,curved
1016,center
1017,RoT
1018,curved
1019,center
1020,diagonal
1021,RoT
1022,diagonal
1023,center
1024,center
1025,diagonal
1026,center
1027,center
1028,diagonal
1029,center
1030,curved
1031,center
1032,center
1033,curved
1034,curved
1035,curved
1036,center
1037,center
1038,center
1039,center
1040,center
1041,horizontal
1042,RoT
1043,pattern
1044,center
1045,center
1046,center
1047,horizontal
1048,center
1049,center
1050,curved
1051,center
1052,curved
1053,curved
1054,curved
1055,curved
1056,center
1057,diagonal
1058,center
1059,triangle
1060,center
1061,curved
1062,center
1063,center
1064,diagonal
1065,curved
1066,symmetric
1067,center
1068,center
1069,center
1070,center
1071,center
1072,center
1073,curved
1074,curved
1075,curved
1076,curved
1077,center
1078,curved
1079,center
1080,center
1081,diagonal
1082,curved
1083,center
1084,center
1085,center
1086,curved
1087,curved
1088,center
1089,curved
1090,RoT
1091,center
1092,center
1093,curved
1094,curved
1095,center
1096,center
1097,center
1098,center
1099,diagonal
1100,curved
1101,center
1102,center
1103,curved
1104,center
1105,curved
1106,curved
1107,center
1108,center
1109,curved
1110,curved
1111,curved
1112,center
1113,center
1114,diagonal
1115,diagonal
1116,diagonal
1117,curved
1118,center
1119,center
1120,center
1121,curved
1122,center
1123,center
1124,center
1125,curved
1126,curved
1127,center
1128,center
1129,center
1130,curved
1131,center
1132,center
1133,center
1134,curved
1135,center
1136,center
1137,center
1138,curved
1139,center
1140,center
1141,center
1142,diagonal
1143,curved
1144,center
1145,center
1146,center
1147,center
1148,center
1149,curved
1150,curved
1151,curved
1152,center
1153,curved
1154,center
1155,curved
1156,center
1157,triangle
1158,curved
1159,center
1160,center
1161,center
1162,curved
1163,center
1164,curved
1165,curved
1166,center
1167,center
1168,center
1169,curved
1170,curved
1171,curved
1172,curved
1173,center
1174,curved
1175,center
1176,pattern
1177,center
1178,center
1179,curved
1180,curved
1181,curved
1182,curved
1183,curved
1184,center
1185,triangle
1186,curved
1187,center
1188,center
1189,horizontal
1190,curved
1191,center
1192,center
1193,pattern
1194,center
1195,center
1196,curved
1197,center
1198,center
1199,center
1200,curved
1201,curved
1202,curved
1203,center
1204,center
1205,center
1206,curved
1207,center
1208,pattern
1209,curved
1210,pattern
1211,center
1212,center
1213,center
1214,center
1215,center
1216,center
1217,center
1218,center
1219,center
1220,curved
1221,center
1222,center
1223,center
1224,center
1225,center
1226,curved
1227,center
1228,center
1229,center
1230,center
1231,center
1232,diagonal
1233,center
1234,curved
1235,curved
1236,curved
1237,curved
1238,center
1239,curved
1240,curved
1241,curved
1242,diagonal
1243,center
1244,center
1245,center
1246,center
1247,center
1248,curved
1249,center
1250,curved
1251,curved
1252,center
1253,center
1254,center
1255,center
1256,curved
1257,center
1258,center
1259,center
1260,center
1261,center
1262,center
1263,center
1264,center
1265,curved
1266,center
1267,center
1268,center
1269,center
1270,center
1271,RoT
1272,center
1273,center
1274,center
1275,center
1276,center
1277,center
1278,center
1279,center
1280,center
1281,center
1282,center
1283,center
1284,center
1285,center
1286,center
1287,RoT
1288,center
1289,center
1290,center
1291,triangle
1292,center
1293,diagonal
1294,pattern
1295,center
1296,curved
1297,curved
1298,curved
1299,center
1300,center
1301,curved
1302,triangle
1303,center
1304,center
1305,pattern
1306,curved
1307,curved
1308,center
1309,curved
1310,center
1311,curved
1312,center
1313,curved
1314,center
1315,center
1316,symmetric
1317,center
1318,center
1319,center
1320,diagonal
1321,center
1322,pattern
1323,curved
1324,curved
1325,center
1326,center
1327,curved
1328,center
1329,center
1330,curved
1331,center
1332,center
1333,curved
1334,center
1335,center
1336,center
1337,center
1338,curved
1339,curved
1340,curved
1341,center
1342,center
1343,center
1344,pattern
1345,curved
1346,center
1347,center
1348,center
1349,center
1350,center
1351,center
1352,center
1353,curved
1354,center
1355,curved
1356,center
1357,curved
1358,curved
1359,symmetric
1360,center
1361,center
1362,symmetric
1363,curved
1364,curved
1365,center
1366,curved
1367,diagonal
1368,curved
1369,center
1370,center
1371,vertical
1372,center
1373,center
1374,center
1375,curved
1376,curved
1377,center
1378,center
1379,curved
1380,curved
1381,center
1382,curved
1383,center
1384,diagonal
1385,center
1386,center
1387,center
1388,diagonal
1389,triangle
1390,curved
1391,pattern
1392,curved
1393,curved
1394,center
1395,curved
1396,curved
1397,symmetric
1398,center
1399,center
1400,center
1401,center
1402,curved
1403,curved
1404,center
1405,center
1406,center
1407,vertical
1408,center
1409,center
1410,center
1411,center
1412,curved
1413,center
1414,curved
1415,curved
1416,center
1417,center
1418,curved
1419,center
1420,center
1421,center
1422,center
1423,pattern
1424,center
1425,curved
1426,diagonal
1427,curved
1428,curved
1429,curved
1430,center
1431,center
1432,diagonal
1433,center
1434,center
1435,curved
1436,curved
1437,curved
1438,curved
1439,center
1440,center
1441,curved
1442,center
1443,center
1444,curved
1445,center
1446,center
1447,center
1448,center
1449,center
1450,center
1451,center
1452,center
1453,center
1454,center
1455,curved
1456,curved
1457,curved
1458,curved
1459,center
1460,curved
1461,center
1462,center
1463,center
1464,curved
1465,center
1466,curved
1467,center
1468,center
1469,center
1470,center
1471,center
1472,center
1473,center
1474,symmetric
1475,curved
1476,center
1477,center
1478,center
1479,center
1480,center
1481,center
1482,center
1483,curved
1484,center
1485,center
1486,curved
1487,center
1488,center
1489,curved
1490,center
1491,center
1492,center
1493,center
1494,center
1495,center
1496,center
1497,center
1498,curved
1499,RoT
1500,center
1501,center
1502,center
1503,center
1504,RoT
1505,curved
1506,curved
1507,curved
1508,center
1509,curved
1510,symmetric
1511,curved
1512,RoT
1513,center
1514,curved
1515,curved
1516,center
1517,center
1518,center
1519,center
1520,center
1521,center
1522,curved
1523,curved
1524,pattern
1525,center
1526,center
1527,center
1528,pattern
1529,curved
1530,curved
1531,center
1532,center
1533,center
1534,center
1535,center
1536,center
1537,curved
1538,pattern
1539,curved
1540,center
1541,curved
1542,curved
1543,center
1544,RoT
1545,vertical
1546,center
1547,center
1548,center
1549,center
1550,curved
1551,center
1552,curved
1553,center
1554,pattern
1555,curved
1556,curved
1557,pattern
1558,center
1559,center
1560,curved
1561,curved
1562,RoT
1563,pattern
1564,center
1565,center
1566,center
1567,center
1568,curved
1569,pattern
1570,center
1571,curved
1572,curved
1573,pattern
1574,diagonal
1575,curved
1576,center
1577,pattern
1578,pattern
1579,center
1580,center
1581,center
1582,curved
1583,curved
1584,center
1585,diagonal
1586,curved
1587,curved
1588,curved
1589,center
1590,center
1591,symmetric
1592,pattern
1593,diagonal
1594,center
1595,center
1596,center
1597,curved
1598,center
1599,center
1600,center
1601,curved
1602,center
1603,center
1604,center
1605,center
1606,curved
1607,curved
1608,center
1609,center
1610,curved
1611,center
1612,curved
1613,diagonal
1614,center
1615,curved
1616,center
1617,curved
1618,curved
1619,curved
1620,center
1621,center
1622,center
1623,curved
1624,RoT
1625,center
1626,center
1627,center
1628,curved
1629,curved
1630,curved
1631,center
1632,center
1633,curved
1634,center
1635,curved
1636,center
1637,center
1638,center
1639,center
1640,center
1641,curved
1642,diagonal
1643,center
1644,center
1645,curved
1646,center
1647,center
1648,center
1649,center
1650,center
1651,center
1652,center
1653,curved
1654,center
1655,curved
1656,center
1657,curved
1658,curved
1659,curved
1660,curved
1661,curved
1662,curved
1663,center
1664,curved
1665,diagonal
1666,curved
1667,center
1668,diagonal
1669,center
1670,center
1671,curved
1672,curved
1673,curved
1674,center
1675,center
1676,center
1677,curved
1678,center
1679,curved
1680,center
1681,diagonal
1682,center
1683,curved
1684,center
1685,center
1686,center
1687,center
1688,center
1689,curved
1690,center
1691,curved
1692,curved
1693,center
1694,center
1695,center
1696,center
1697,curved
1698,center
1699,curved
1700,center
1701,center
1702,center
1703,center
1704,curved
1705,center
1706,curved
1707,curved
1708,curved
1709,center
1710,curved
1711,center
1712,RoT
1713,center
1714,center
1715,center
1716,center
1717,center
1718,center
1719,center
1720,pattern
1721,RoT
1722,center
1723,center
1724,center
1725,center
1726,curved
1727,center
1728,center
1729,center
1730,center
1731,curved
1732,symmetric
1733,curved
1734,center
1735,center
1736,center
1737,symmetric
1738,curved
1739,center
1740,center
1741,curved
1742,symmetric
1743,curved
1744,curved
1745,center
1746,center
1747,curved
1748,curved
1749,curved
1750,center
1751,center
1752,curved
1753,center
1754,curved
1755,center
1756,center
1757,center
1758,center
1759,curved
1760,curved
1761,curved
1762,center
1763,diagonal
1764,center
1765,curved
1766,center
1767,pattern
1768,center
1769,center
1770,center
1771,center
1772,center
1773,curved
1774,center
1775,curved
1776,center
1777,curved
1778,curved
1779,curved
1780,pattern
1781,center
1782,center
1783,pattern
1784,center
1785,curved
1786,curved
1787,curved
1788,center
1789,curved
1790,curved
1791,center
1792,center
1793,curved
1794,center
1795,center
1796,center
1797,center
1798,center
1799,curved
1800,center
1801,curved
1802,curved
1803,diagonal
1804,center
1805,center
1806,center
1807,curved
1808,curved
1809,center
1810,center
1811,center
1812,diagonal
1813,center
1814,symmetric
1815,diagonal
1816,diagonal
1817,curved
1818,curved
1819,pattern
1820,center
1821,center
1822,center
1823,center
1824,pattern
1825,curved
1826,curved
1827,pattern
1828,diagonal
1829,center
1830,curved
1831,center
1832,curved
1833,center
1834,center
1835,center
1836,center
1837,curved
1838,center
1839,center
1840,center
1841,center
1842,center
1843,curved
1844,curved
1845,curved
1846,curved
1847,curved
1848,center
1849,pattern
1850,curved
1851,pattern
1852,center
1853,curved
1854,center
1855,curved
1856,curved
1857,center
1858,curved
1859,curved
1860,curved
1861,curved
1862,center
1863,curved
1864,center
1865,center
1866,center
1867,center
1868,curved
1869,curved
1870,curved
1871,curved
1872,center
1873,triangle
1874,curved
1875,curved
1876,center
1877,curved
1878,curved
1879,triangle
1880,curved
1881,center
1882,RoT
1883,curved
1884,center
1885,curved
1886,center
1887,curved
1888,center
1889,curved
1890,center
1891,curved
1892,curved
1893,center
1894,center
1895,diagonal
1896,center
1897,curved
1898,curved
1899,curved
1900,curved
1901,center
1902,curved
1903,curved
1904,curved
1905,center
1906,curved
1907,center
1908,center
1909,diagonal
1910,center
1911,RoT
1912,center
1913,center
1914,diagonal
1915,center
1916,curved
1917,curved
1918,curved
1919,curved
1920,curved
1921,center
1922,center
1923,center
1924,curved
1925,curved
1926,curved
1927,curved
1928,center
1929,RoT
1930,center
1931,curved
1932,curved
1933,center
1934,curved
1935,center
1936,center
1937,curved
1938,center
1939,horizontal
1940,curved
1941,center
1942,curved
1943,curved
1944,center
1945,pattern
1946,center
1947,center
1948,center
1949,center
1950,center
1951,center
1952,curved
1953,center
1954,center
1955,center
1956,curved
1957,center
1958,curved
1959,curved
1960,center
1961,center
1962,center
1963,curved
1964,curved
1965,center
1966,center
1967,center
1968,curved
1969,center
1970,center
1971,curved
1972,horizontal
1973,curved
1974,center
1975,curved
1976,curved
1977,curved
1978,curved
1979,center
1980,center
1981,center
1982,curved
1983,triangle
1984,curved
1985,curved
1986,triangle
1987,curved
1988,center
1989,curved
1990,center
1991,curved
1992,curved
1993,center
1994,curved
1995,curved
1996,curved
1997,center
1998,center
1999,curved
2000,curved
2001,center
2002,center
2003,curved
2004,curved
2005,curved
2006,curved
2007,curved
2008,curved
2009,center
2010,center
2011,center
2012,curved
2013,center
2014,center
2015,center
2016,center
2017,curved
2018,curved
2019,center
2020,curved
2021,center
2022,curved
2023,center
2024,curved
2025,center
2026,triangle
2027,triangle
2028,center
2029,center
2030,curved
2031,center
2032,center
2033,curved
2034,diagonal
2035,center
2036,center
2037,center
2038,center
2039,center
2040,center
2041,curved
2042,center
2043,center
2044,curved
2045,center
2046,curved
2047,curved
2048,center
2049,curved
2050,center
2051,curved
2052,center
2053,center
2054,curved
2055,center
2056,curved
2057,curved
2058,curved
2059,center
2060,curved
2061,center
2062,curved
2063,center
2064,center
2065,curved
2066,curved
2067,center
2068,curved
2069,center
2070,center
2071,center
2072,center
2073,center
2074,center
2075,diagonal
2076,curved
2077,curved
2078,center
2079,center
2080,curved
2081,curved
2082,diagonal
2083,curved
2084,center
2085,curved
2086,center
2087,center
2088,triangle
2089,curved
2090,center
2091,curved
2092,center
2093,center
2094,symmetric
2095,curved
2096,diagonal
2097,center
2098,center
2099,center
2100,curved
2101,curved
2102,center
2103,curved
2104,center
2105,center
2106,center
2107,curved
2108,center
2109,curved
2110,curved
2111,center
2112,curved
2113,center
2114,curved
2115,center
2116,curved
2117,center
2118,center
2119,symmetric
2120,center
2121,curved
2122,curved
2123,diagonal
2124,center
2125,center
2126,curved
2127,center
2128,curved
2129,curved
2130,curved
2131,center
2132,center
2133,curved
2134,curved
2135,center
2136,curved
2137,curved
2138,curved
2139,curved
2140,curved
2141,curved
2142,curved
2143,curved
2144,center
2145,curved
2146,center
2147,curved
2148,curved
2149,curved
2150,center
2151,center
2152,curved
2153,center
2154,center
2155,curved
2156,center
2157,center
2158,center
2159,curved
2160,curved
2161,center
2162,curved
2163,curved
2164,center
2165,triangle
2166,center
2167,curved
2168,curved
2169,curved
2170,curved
2171,center
2172,center
2173,vertical
2174,center
2175,center
2176,center
2177,curved
2178,center
2179,center
2180,center
2181,center
2182,center
2183,center
2184,curved
2185,center
2186,curved
2187,curved
2188,RoT
2189,curved
2190,center
2191,center
2192,curved
2193,center
2194,center
2195,diagonal
2196,center
2197,center
2198,curved
2199,RoT
2200,curved
2201,curved
2202,curved
2203,curved
2204,curved
2205,curved
2206,curved
2207,curved
2208,center
2209,center
2210,curved
2211,curved
2212,curved
2213,curved
2214,pattern
2215,curved
2216,curved
2217,curved
2218,RoT
2219,curved
2220,center
2221,center
2222,center
2223,center
2224,center
2225,center
2226,curved
2227,curved
2228,curved
2229,pattern
2230,center
2231,diagonal
2232,center
2233,center
2234,center
2235,center
2236,center
2237,curved
2238,curved
2239,curved
2240,center
2241,center
2242,curved
2243,curved
2244,center
2245,center
2246,center
2247,curved
2248,curved
2249,center
2250,pattern
2251,center
2252,diagonal
2253,center
2254,RoT
2255,center
2256,curved
2257,curved
2258,curved
2259,center
2260,curved
2261,curved
2262,curved
2263,horizontal
2264,curved
2265,center
2266,curved
2267,curved
2268,center
2269,center
2270,center
2271,center
2272,center
2273,curved
2274,center
2275,center
2276,center
2277,center
2278,curved
2279,diagonal
2280,center
2281,center
2282,curved
2283,RoT
2284,curved
2285,center
2286,curved
2287,center
2288,RoT
2289,pattern
2290,curved
2291,center
2292,curved
2293,pattern
2294,center
2295,center
2296,pattern
2297,curved
2298,center
2299,center
2300,center
2301,pattern
2302,pattern
2303,center
2304,curved
2305,curved
2306,center
2307,center
2308,curved
2309,pattern
2310,curved
2311,center
2312,center
2313,center
2314,curved
2315,center
2316,center
2317,center
2318,center
2319,center
2320,center
2321,center
2322,center
2323,pattern
2324,center
2325,curved
2326,center
2327,RoT
2328,center
2329,center
2330,curved
2331,curved
2332,center
2333,curved
2334,curved
2335,pattern
2336,curved
2337,center
2338,RoT
2339,curved
2340,center
2341,center
2342,center
2343,center
2344,center
2345,center
2346,center
2347,diagonal
2348,curved
2349,center
2350,center
2351,center
2352,diagonal
2353,triangle
2354,center
2355,curved
2356,center
2357,center
2358,curved
2359,curved
2360,center
2361,curved
2362,diagonal
2363,curved
2364,curved
2365,curved
2366,center
2367,center
2368,pattern
2369,diagonal
2370,pattern
2371,pattern
2372,pattern
2373,center
2374,center
2375,center
2376,center
2377,center
2378,center
2379,center
2380,curved
2381,center
2382,pattern
2383,pattern
2384,center
2385,symmetric
2386,center
2387,curved
2388,curved
2389,center
2390,center
2391,curved
2392,vertical
2393,curved
2394,center
2395,center
2396,curved
2397,pattern
2398,pattern
2399,curved
2400,curved
2401,center
2402,curved
2403,center
2404,center
2405,curved
2406,center
2407,curved
2408,curved
2409,curved
2410,curved
2411,center
2412,center
2413,curved
2414,center
2415,curved
2416,triangle
2417,vertical
2418,center
2419,curved
2420,center
2421,curved
2422,center
2423,center
2424,curved
2425,curved
2426,curved
2427,center
2428,curved
2429,curved
2430,center
2431,curved
2432,center
2433,curved
2434,curved
2435,curved
2436,curved
2437,curved
2438,curved
2439,center
2440,center
2441,curved
2442,center
2443,center
2444,curved
2445,center
2446,curved
2447,center
2448,curved
2449,center
2450,center
2451,center
2452,center
2453,center
2454,symmetric
2455,center
2456,center
2457,center
2458,center
2459,curved
2460,curved
2461,curved
2462,center
2463,curved
2464,center
2465,center
2466,diagonal
2467,center
2468,diagonal
2469,center
2470,curved
2471,center
2472,center
2473,center
2474,horizontal
2475,center
2476,curved
2477,curved
2478,center
2479,center
2480,center
2481,symmetric
2482,diagonal
2483,center
2484,horizontal
2485,center
2486,center
2487,curved
2488,curved
2489,center
2490,center
2491,pattern
2492,center
2493,center
2494,center
2495,center
2496,curved
2497,diagonal
2498,center
2499,curved
2500,center
2501,center
2502,center
2503,center
2504,triangle
2505,curved
2506,curved
2507,curved
2508,center
2509,curved
2510,center
2511,curved
2512,center
2513,curved
2514,center
2515,center
2516,center
2517,curved
2518,diagonal
2519,center
2520,center
2521,RoT
2522,diagonal
2523,center
2524,RoT
2525,curved
2526,center
2527,symmetric
2528,center
2529,center
2530,RoT
2531,center
2532,center
2533,curved
2534,symmetric
2535,center
2536,center
2537,center
2538,center
2539,center
2540,center
2541,curved
2542,diagonal
2543,center
2544,center
2545,curved
2546,center
2547,center
2548,center
2549,curved
2550,center
2551,curved
2552,center
2553,center
2554,center
2555,center
2556,center
2557,curved
2558,curved
2559,curved
2560,center
2561,center
2562,center
2563,curved
2564,curved
2565,curved
2566,center
2567,curved
2568,curved
2569,curved
2570,curved
2571,diagonal
2572,center
2573,center
2574,center
2575,center
2576,diagonal
2577,curved
2578,center
2579,center
2580,center
2581,center
2582,center
2583,center
2584,curved
2585,center
2586,center
2587,curved
2588,curved
2589,center
2590,curved
2591,curved
2592,center
2593,center
2594,RoT
2595,center
2596,center
2597,curved
2598,center
2599,center
2600,curved
2601,curved
2602,curved
2603,curved
2604,center
2605,center
2606,center
2607,center
2608,center
2609,center
2610,curved
2611,center
2612,curved
2613,center
2614,center
2615,center
2616,diagonal
2617,center
2618,center
2619,center
2620,center
2621,center
2622,RoT
2623,triangle
2624,center
2625,center
2626,center
2627,pattern
2628,triangle
2629,curved
2630,center
2631,curved
2632,symmetric
2633,horizontal
2634,center
2635,center
2636,curved
2637,curved
2638,center
2639,pattern
2640,curved
2641,center
2642,center
2643,center
2644,center
2645,center
2646,center
2647,center
2648,center
2649,center
2650,curved
2651,center
2652,center
2653,center
2654,pattern
2655,curved
2656,RoT
2657,center
2658,RoT
